"d","med","avg","mature"
2014-11-01,1.1772758384668,1.67888921482351,TRUE
2014-12-01,1.1772758384668,1.67888921482351,TRUE
2015-01-01,1.1772758384668,1.67888921482351,TRUE
2015-02-01,1.1772758384668,1.67888921482351,TRUE
2015-03-01,1.1772758384668,1.67888921482351,TRUE
2015-04-01,1.1772758384668,1.67888921482351,TRUE
2015-05-01,1.1772758384668,1.67888921482351,TRUE
2015-06-01,1.1772758384668,1.67888921482351,TRUE
2015-07-01,1.05544147843943,1.77367100159708,TRUE
2015-08-01,1.05544147843943,1.77367100159708,TRUE
2015-09-01,1.36071184120465,1.8125052535514,TRUE
2015-10-01,1.36071184120465,1.8125052535514,TRUE
2015-11-01,1.36071184120465,1.8125052535514,TRUE
2015-12-01,1.36071184120465,1.8125052535514,TRUE
2016-01-01,1.36344969199179,1.81127711298355,TRUE
2016-02-01,1.36618754277892,1.85269384961377,TRUE
2016-03-01,1.36618754277892,1.85269384961377,TRUE
2016-04-01,1.36618754277892,1.85269384961377,TRUE
2016-05-01,1.36618754277892,1.85269384961377,TRUE
2016-06-01,1.36344969199179,1.8055653897897,TRUE
2016-07-01,1.36344969199179,1.8055653897897,TRUE
2016-08-01,1.36344969199179,1.8055653897897,TRUE
2016-09-01,1.36618754277892,2.01403148528405,TRUE
2016-10-01,1.36618754277892,2.05865318801664,TRUE
2016-11-01,1.36618754277892,2.05865318801664,TRUE
2016-12-01,1.36618754277892,2.05865318801664,TRUE
2017-01-01,1.36618754277892,1.97615187866998,TRUE
2017-02-01,1.36618754277892,2.02193980428067,TRUE
2017-03-01,1.36618754277892,1.83350109379823,TRUE
2017-04-01,1.36618754277892,1.8682546201232,TRUE
2017-05-01,1.36618754277892,1.87700059708448,TRUE
2017-06-01,1.36618754277892,1.87700059708448,TRUE
2017-07-01,0.661190965092402,1.79796271691428,TRUE
2017-08-01,0.661190965092402,1.79796271691428,TRUE
2017-09-01,0.555783709787817,1.74886085851178,TRUE
2017-10-01,0.776180698151951,1.72834436078789,TRUE
2017-11-01,0.766598220396988,1.70777176280256,TRUE
2017-12-01,0.766598220396988,1.70777176280256,TRUE
2018-01-01,0.959616700889801,1.74443579031839,TRUE
2018-02-01,1.13347022587269,1.73691110105686,TRUE
2018-03-01,1.15126625598905,1.75892751776063,TRUE
2018-04-01,1.15126625598905,1.75892751776063,TRUE
2018-05-01,1.15126625598905,1.75892751776063,TRUE
2018-06-01,1.13347022587269,1.73055371872063,TRUE
2018-07-01,1.15126625598905,1.72347707049966,TRUE
2018-08-01,1.15126625598905,1.72347707049966,TRUE
2018-09-01,1.16906228610541,1.74854411418184,TRUE
2018-10-01,1.16906228610541,1.74854411418184,TRUE
2018-11-01,0.576317590691307,1.50915811088296,TRUE
2018-12-01,0.596851471594798,1.58568052380768,TRUE
2019-01-01,0.596851471594798,1.58568052380768,TRUE
2019-02-01,0.596851471594798,1.55587411052135,TRUE
2019-03-01,0.596851471594798,1.55587411052135,TRUE
2019-04-01,0.596851471594798,1.55587411052135,TRUE
2019-05-01,0.596851471594798,1.55587411052135,TRUE
2019-06-01,0.959616700889801,1.63855649177465,TRUE
2019-07-01,0.959616700889801,1.63855649177465,TRUE
2019-08-01,0.959616700889801,1.63855649177465,TRUE
2019-09-01,0.959616700889801,1.63855649177465,TRUE
2019-10-01,1.13347022587269,1.64684045058527,TRUE
2019-11-01,1.13347022587269,1.64684045058527,TRUE
2019-12-01,1.13347022587269,1.64684045058527,TRUE
2020-01-01,1.13347022587269,1.64684045058527,TRUE
2020-02-01,1.15126625598905,1.66931325576089,TRUE
2020-03-01,1.15126625598905,1.66931325576089,TRUE
2020-04-01,1.15126625598905,1.66931325576089,TRUE
2020-05-01,1.15126625598905,1.66931325576089,TRUE
2020-06-01,1.13347022587269,1.64315930027715,TRUE
2020-07-01,1.13347022587269,1.64315930027715,TRUE
2020-08-01,1.15126625598905,1.6729593075887,TRUE
2020-09-01,1.15126625598905,1.6729593075887,TRUE
2020-10-01,1.21697467488022,1.695371321013,TRUE
2020-11-01,1.21697467488022,1.695371321013,TRUE
2020-12-01,1.21697467488022,1.695371321013,TRUE
2021-01-01,1.16906228610541,1.69464272133677,TRUE
2021-02-01,1.15126625598905,1.68544661190965,TRUE
2021-03-01,1.15126625598905,1.68544661190965,TRUE
2021-04-01,1.16906228610541,1.68815879534565,TRUE
2021-05-01,1.16906228610541,1.68815879534565,TRUE
2021-06-01,1.28268309377139,1.74127310061602,TRUE
2021-07-01,1.28268309377139,1.74127310061602,TRUE
2021-08-01,1.28268309377139,1.74127310061602,TRUE
2021-09-01,1.28268309377139,1.74152977412731,TRUE
2021-10-01,1.28268309377139,1.74152977412731,TRUE
2021-11-01,1.28268309377139,1.74152977412731,TRUE
2021-12-01,1.21697467488022,1.69842158753863,TRUE
2022-01-01,1.21697467488022,1.69842158753863,TRUE
2022-02-01,1.21697467488022,1.69842158753863,TRUE
2022-03-01,1.41683778234086,1.79613541831201,TRUE
2022-04-01,1.37166324435318,1.69715330842338,TRUE
2022-05-01,1.37166324435318,1.69715330842338,TRUE
2022-06-01,1.37166324435318,1.69715330842338,TRUE
2022-07-01,1.33607118412047,1.67975977567287,TRUE
2022-08-01,1.33607118412047,1.67975977567287,TRUE
2022-09-01,1.37166324435318,1.70599521998182,TRUE
2022-10-01,1.41683778234086,1.71298197581565,TRUE
2022-11-01,1.45927446954141,1.74020467104055,TRUE
2022-12-01,1.45927446954141,1.74020467104055,TRUE
2023-01-01,1.4154688569473,1.68680427969307,TRUE
2023-02-01,1.05133470225873,1.52193391823782,TRUE
2023-03-01,1.05133470225873,1.52193391823782,TRUE
2023-04-01,1.05133470225873,1.52193391823782,TRUE
2023-05-01,1.05133470225873,1.52193391823782,TRUE
2023-06-01,0.996577686516085,1.50417522245038,TRUE
2023-07-01,0.996577686516085,1.4984518105668,TRUE
2023-08-01,0.966461327857632,1.43189596167009,TRUE
2023-09-01,0.966461327857632,1.43189596167009,TRUE
2023-10-01,0.966461327857632,1.43189596167009,TRUE
2023-11-01,0.966461327857632,1.4003788421438,TRUE
2023-12-01,0.914442162902122,1.29082819986311,TRUE
2024-01-01,0.914442162902122,1.29082819986311,TRUE
2024-02-01,0.862422997946612,1.28524544130294,FALSE
2024-03-01,0.862422997946612,1.28524544130294,FALSE
2024-04-01,0.862422997946612,1.28524544130294,FALSE
2024-05-01,0.862422997946612,1.28524544130294,FALSE
2024-06-01,0.862422997946612,1.1044006925152,FALSE
2024-07-01,0.862422997946612,1.1044006925152,FALSE
2024-08-01,0.862422997946612,1.1044006925152,FALSE
2024-09-01,0.862422997946612,1.1044006925152,FALSE
2024-10-01,0.862422997946612,1.07340343890652,FALSE
2024-11-01,0.862422997946612,1.07340343890652,FALSE
2024-12-01,0.862422997946612,1.07340343890652,FALSE
